0,	1057
1,	2004
2,	2955
3,	3944
4,	5055
5,	6112
6,	6894
7,	8086
8,	9123
9,	9991
10,	10935
11,	12053
12,	13360
13,	14283
14,	15008
15,	16180
16,	17178
17,	18445
18,	19105
19,	20289
20,	21717
21,	22603
22,	23636
23,	24534
24,	25687
25,	26779
26,	28036
27,	28852
28,	29920
29,	30659
30,	31793
31,	33021
32,	33836
33,	35003
34,	36164
35,	37236
36,	38139
37,	39448
38,	40424
39,	41829
40,	42457
41,	43623
42,	45204
43,	45994
44,	47383
45,	48263
46,	49185
47,	50281
48,	51347
49,	52392
50,	53659
51,	54321
52,	55453
53,	56885
54,	58217
55,	59368
56,	60541
57,	61499
58,	62392
59,	63406
60,	64557
61,	65770
62,	67621
63,	68346
64,	69855
65,	70838
66,	71837
67,	73285
68,	74173
69,	74973
70,	76411
71,	77194
72,	79143
73,	79427
74,	81663
75,	82322
76,	83486
77,	84249
78,	86201
79,	87233
80,	88320
81,	88575
82,	90033
83,	91759
84,	92971
85,	93883
86,	95587
87,	96506
88,	97411
89,	98682
90,	99945
91,	101833
92,	102793
93,	104193
94,	104806
95,	105631
96,	107593
97,	108657
98,	110009
99,	110876
100,	111259
101,	114644
102,	114425
103,	116558
104,	116864
105,	118665
106,	119835
107,	121287
108,	122183
109,	123550
110,	124974
111,	125420
112,	128121
113,	128676
114,	130259
115,	131356
116,	132226
117,	133719
118,	135376
119,	136351
120,	138067
121,	139519
122,	140771
123,	141610
124,	143238
125,	144125
126,	145406
127,	146682
128,	148593
129,	149213
130,	151133
131,	151895
132,	154213
133,	154744
134,	155678
135,	157724
136,	158752
137,	160191
138,	161650
139,	163050
140,	164212
141,	165303
142,	166425
143,	167884
144,	170333
145,	170955
146,	173003
147,	174113
148,	176024
149,	176985
150,	178924
151,	179354
152,	181883
153,	182708
154,	183995
155,	185186
156,	186911
157,	188454
158,	188935
159,	190458
160,	192263
161,	193955
162,	195745
163,	196939
164,	198023
165,	199233
166,	201225
167,	203159
168,	204169
169,	206130
170,	206964
171,	209613
172,	210494
173,	212368
174,	213447
175,	214704
176,	216512
177,	217730
178,	219038
179,	221131
180,	222547
181,	223829
182,	224814
183,	226760
184,	227846
185,	229101
186,	232386
187,	232752
188,	235104
189,	235728
190,	238073
191,	239747
192,	240968
193,	242417
194,	244385
195,	245133
196,	247132
197,	249324
198,	250945
199,	251725
200,	254327
201,	255412
202,	257497
203,	259072
204,	260309
205,	261781
206,	264278
207,	264910
208,	267229
209,	268421
210,	270328
211,	271833
212,	273013
213,	275958
214,	277163
215,	278938
216,	280812
217,	282300
218,	284348
219,	285004
220,	287115
221,	289613
222,	290461
223,	292799
224,	293540
225,	296041
226,	296584
227,	299965
228,	300011
229,	302405
230,	305490
231,	306247
232,	307433
233,	309611
234,	312070
235,	312554
236,	315660
237,	317472
238,	319372
239,	320959
240,	321534
241,	324079
242,	326760
243,	328621
244,	329271
245,	331596
246,	332747
247,	334719
248,	337679
249,	340410
250,	341128
251,	342884
252,	345417
253,	347356
254,	348170
255,	351108
256,	352226
257,	354606
258,	356513
259,	359065
260,	360487
261,	362763
262,	364639
263,	365934
264,	367262
265,	369523
266,	371860
267,	373604
268,	376626
269,	377506
270,	379744
271,	381772
272,	383959
273,	386135
274,	388298
275,	389304
276,	391644
277,	394270
278,	395541
279,	399144
280,	400675
281,	402506
282,	404287
283,	407270
284,	409516
285,	410494
286,	413108
287,	415129
288,	418454
289,	421885
290,	421569
291,	423856
292,	426160
293,	429090
294,	431526
295,	433293
296,	436548
297,	437560
298,	439183
299,	441841
300,	443309
301,	446307
302,	448640
303,	450721
304,	453822
305,	454912
306,	457533
307,	461040
308,	462995
309,	464633
310,	466881
311,	469464
312,	472745
313,	474000
314,	477319
315,	478368
316,	481863
317,	484321
318,	486070
319,	489032
320,	492015
321,	493725
322,	497369
323,	498738
324,	502365
325,	503852
326,	507023
327,	508841
328,	511357
329,	515377
330,	517225
331,	519321
332,	521842
333,	525717
334,	526965
335,	530309
336,	532464
337,	535572
338,	537230
339,	540344
340,	542741
341,	546104
342,	547266
343,	551506
344,	552717
345,	556519
346,	559747
347,	562385
348,	564878
349,	566833
350,	570365
351,	573831
352,	575915
353,	579239
354,	581539
355,	585181
356,	586592
357,	590875
358,	593689
359,	596614
360,	599250
361,	601619
362,	605580
363,	607939
364,	611393
365,	614906
366,	618374
367,	620302
368,	623472
369,	625800
370,	629490
371,	632761
372,	636286
373,	640551
374,	642219
375,	645668
376,	648192
377,	653462
378,	655453
379,	657428
380,	661655
381,	663512
382,	669942
383,	671765
384,	676522
385,	678310
386,	682924
387,	685397
388,	690457
389,	690522
390,	695749
391,	699338
392,	701579
393,	707106
394,	711637
395,	715493
396,	718054
397,	721337
398,	725399
399,	729657
400,	732418
401,	738372
402,	741450
403,	744896
404,	747272
405,	753055
406,	755607
407,	759928
408,	763068
409,	767264
410,	770293
411,	775087
412,	779191
413,	785308
414,	788395
415,	790729
416,	795861
417,	800431
418,	804590
419,	808723
420,	815925
421,	817899
422,	821874
423,	826801
424,	833684
425,	837067
426,	841002
427,	846259
428,	850707
429,	853976
430,	859276
431,	863425
432,	870305
433,	873651
434,	880950
435,	883558
436,	890599
437,	893736
438,	898240
439,	904535
440,	910665
441,	917492
442,	921232
443,	927969
444,	932806
445,	939016
446,	942748
447,	949979
448,	956252
449,	960942
450,	965897
451,	972541
