0,	28622
1,	42896
2,	54052
3,	63494
4,	71858
5,	79139
6,	85864
7,	92787
8,	98377
9,	104773
10,	109827
11,	115270
12,	120518
13,	125947
14,	130146
15,	134765
16,	139110
17,	143978
18,	148290
19,	152562
20,	157150
21,	161479
22,	164592
23,	168386
24,	172971
25,	176243
26,	179844
27,	183170
28,	187573
29,	191602
30,	195935
31,	199187
32,	202573
33,	205638
34,	208990
35,	213985
36,	216254
37,	220015
38,	222990
39,	226501
40,	229088
41,	232766
42,	235881
43,	237911
44,	241741
45,	245171
46,	248556
47,	250711
48,	254579
49,	257764
50,	259979
51,	263886
52,	266792
53,	269624
54,	272822
55,	275382
56,	278712
57,	282126
58,	283824
59,	287039
60,	290775
61,	294004
62,	296000
63,	299011
64,	301710
65,	304774
66,	308005
67,	309840
68,	312280
69,	316870
70,	318934
71,	322179
72,	323871
73,	326619
74,	329003
75,	331724
76,	335493
77,	338625
78,	341342
79,	343816
80,	346278
81,	348406
82,	350712
83,	354954
84,	358419
85,	359511
86,	363465
87,	365654
88,	368091
89,	370291
90,	373565
91,	376424
92,	379219
93,	381476
94,	384210
95,	386165
96,	389672
97,	391000
98,	393336
99,	397293
100,	398703
101,	402486
102,	405086
103,	408560
104,	409281
105,	413007
106,	415733
107,	417521
108,	422076
109,	422045
110,	426177
111,	429842
112,	430639
113,	434460
114,	435233
115,	439375
116,	441503
117,	443510
118,	446842
119,	449900
120,	452398
121,	454477
122,	456243
123,	460666
124,	462587
125,	464881
126,	468114
127,	470856
128,	472421
129,	475695
130,	479125
131,	481669
132,	484202
133,	485003
134,	488099
135,	491138
136,	493912
137,	496061
138,	499869
139,	501669
140,	502795
141,	507046
142,	509505
143,	512497
144,	514989
145,	517092
146,	520188
147,	522042
148,	524657
149,	527196
150,	529973
151,	532665
152,	534681
153,	537568
154,	540000
155,	542412
156,	546105
157,	549020
158,	551267
159,	553679
160,	557333
161,	559867
162,	562766
163,	565709
164,	567062
165,	569159
166,	573773
167,	574490
168,	578729
169,	580539
170,	584066
171,	587087
172,	589414
173,	590215
174,	592020
175,	597089
176,	600384
177,	602885
178,	605386
179,	608303
180,	610380
181,	612735
182,	615891
183,	619298
184,	620007
185,	623955
186,	627100
187,	628981
188,	633105
189,	635033
190,	637576
191,	639182
192,	642683
193,	646394
194,	648672
195,	651844
196,	653664
197,	656921
198,	660156
199,	662731
200,	665834
201,	667811
202,	670230
203,	673932
204,	677532
205,	679192
206,	683929
207,	685675
208,	687396
209,	690920
210,	693598
211,	696132
212,	697885
213,	702234
214,	704229
215,	706434
216,	712171
217,	713994
218,	716270
219,	719564
220,	721597
221,	725015
222,	727716
223,	731056
224,	734617
225,	737407
226,	740228
227,	741811
228,	745312
229,	750247
230,	751859
231,	754484
232,	757250
233,	761110
234,	763817
235,	768282
236,	769972
237,	774648
238,	775015
239,	778969
240,	783485
241,	785617
242,	787967
243,	793532
244,	794476
245,	798556
246,	801438
247,	804244
248,	806126
249,	810016
250,	813561
251,	818078
252,	820073
253,	823720
254,	827642
255,	829685
256,	832321
257,	837701
258,	838140
259,	844002
260,	845571
261,	849068
262,	852378
263,	855957
264,	857830
265,	862328
266,	865496
267,	868077
268,	871580
269,	876878
270,	880438
271,	883046
272,	886822
273,	889810
274,	891583
275,	896149
276,	898064
277,	903757
278,	906990
279,	912241
280,	913211
281,	917506
282,	922297
283,	925158
284,	928343
285,	930892
286,	935307
287,	939762
288,	944035
289,	945526
290,	950441
291,	952427
292,	956770
293,	960645
294,	962632
295,	968625
296,	971893
297,	973653
298,	980072
299,	982967
300,	984784
301,	991061
302,	994894
303,	997383
304,	1001657
305,	1005700
306,	1010300
307,	1013989
308,	1015755
309,	1020810
310,	1026115
311,	1030282
312,	1033974
313,	1037496
314,	1042148
315,	1046527
316,	1049525
317,	1053312
318,	1058955
319,	1064776
320,	1066627
321,	1069370
322,	1074432
323,	1078563
324,	1082752
325,	1090765
326,	1091909
327,	1097851
328,	1102768
329,	1105611
330,	1108408
331,	1114081
332,	1119093
333,	1122632
334,	1126380
335,	1130468
336,	1136516
337,	1139286
338,	1146317
339,	1149967
340,	1154522
341,	1158555
342,	1164934
343,	1169154
344,	1174293
345,	1178763
346,	1182344
347,	1185771
348,	1191930
349,	1197643
350,	1204879
351,	1207169
352,	1208762
353,	1216111
354,	1221620
355,	1229286
356,	1232526
357,	1238752
358,	1244334
359,	1247955
360,	1254323
361,	1259742
362,	1265165
363,	1269972
364,	1275604
365,	1280708
366,	1285970
367,	1290169
368,	1296763
369,	1299644
370,	1307041
371,	1314408
372,	1320908
373,	1327487
374,	1331872
375,	1337016
376,	1341966
377,	1349154
378,	1356521
379,	1360443
380,	1368345
381,	1374748
382,	1380903
383,	1386768
384,	1392651
385,	1398254
386,	1405639
387,	1413842
388,	1418616
389,	1425819
390,	1433605
391,	1437075
392,	1443686
393,	1453131
394,	1459909
395,	1466332
396,	1473965
397,	1480871
398,	1492112
399,	1495306
400,	1504216
401,	1509893
402,	1517498
403,	1525642
404,	1533177
405,	1539134
406,	1546359
407,	1557291
408,	1564123
409,	1573153
410,	1579341
411,	1590091
412,	1598932
413,	1608224
414,	1614901
415,	1622497
416,	1635827
417,	1637976
418,	1649240
419,	1660072
420,	1670591
421,	1679711
422,	1688804
423,	1696562
424,	1706770
425,	1718663
426,	1727479
427,	1738470
428,	1748899
429,	1761398
430,	1771504
431,	1782539
432,	1791319
433,	1803883
434,	1818617
435,	1826248
436,	1839864
437,	1849619
438,	1864584
439,	1876795
440,	1890772
441,	1901374
442,	1914838
443,	1928503
444,	1940302
445,	1956034
446,	1973183
447,	1988705
448,	2003087
449,	2018620
450,	2037228
451,	2051239
452,	2071303
453,	2090065
454,	2107673
455,	2122276
456,	2146177
457,	2164051
458,	2187193
459,	2207257
460,	2229633
461,	2253437
462,	2275138
463,	2301082
464,	2322884
465,	2352791
466,	2376333
467,	2408694
468,	2435823
469,	2466579
470,	2491828
471,	2524517
472,	2556754
473,	2585860
474,	2619832
475,	2653224
476,	2686483
477,	2721958
478,	2752732
479,	2788573
480,	2824016
481,	2856485
482,	2889394
483,	2925490
484,	2956348
485,	2988025
486,	3021256
487,	3048109
488,	3077389
489,	3103249
490,	3129543
491,	3150042
492,	3171048
493,	3188721
494,	3206608
495,	3219773
496,	3231842
497,	3242443
498,	3245971
499,	3250418
500,	3248374
501,	3244519
502,	3239818
503,	3232392
504,	3221861
505,	3206971
506,	3190420
507,	3168900
508,	3152483
509,	3130586
510,	3103483
511,	3077089
512,	3046679
513,	3017806
514,	2988340
515,	2955375
516,	2924710
517,	2894117
518,	2856377
519,	2825845
520,	2790299
521,	2753472
522,	2719298
523,	2686125
524,	2649485
525,	2622826
526,	2587200
527,	2551552
528,	2524535
529,	2495221
530,	2461199
531,	2434910
532,	2405929
533,	2379109
534,	2354086
535,	2324952
536,	2299539
537,	2274924
538,	2251592
539,	2230571
540,	2205925
541,	2185545
542,	2165663
543,	2146683
544,	2126391
545,	2107267
546,	2087473
547,	2070019
548,	2053148
549,	2033817
550,	2019634
551,	2003290
552,	1989300
553,	1973431
554,	1958568
555,	1944424
556,	1934050
557,	1914027
558,	1901749
559,	1889320
560,	1878073
561,	1860977
562,	1849472
563,	1837535
564,	1827158
565,	1816544
566,	1802548
567,	1792665
568,	1780894
569,	1769356
570,	1758332
571,	1748739
572,	1737533
573,	1726415
574,	1718470
575,	1707999
576,	1697918
577,	1687807
578,	1681373
579,	1670189
580,	1660704
581,	1649167
582,	1642424
583,	1632411
584,	1622106
585,	1614271
586,	1606642
587,	1597405
588,	1589247
589,	1579901
590,	1573696
591,	1565457
592,	1555659
593,	1548782
594,	1541692
595,	1534607
596,	1525396
597,	1519065
598,	1509507
599,	1505431
600,	1494270
601,	1488247
602,	1481475
603,	1472022
604,	1466360
605,	1457841
606,	1454529
607,	1443885
608,	1441405
609,	1432958
610,	1425422
611,	1419308
612,	1411355
613,	1407264
614,	1401050
615,	1393763
616,	1387405
617,	1378665
618,	1376443
619,	1366172
620,	1361026
621,	1355671
622,	1350292
623,	1344477
624,	1338808
625,	1331967
626,	1326781
627,	1318809
628,	1314304
629,	1308383
630,	1302664
631,	1298363
632,	1292270
633,	1287571
634,	1281520
635,	1276244
636,	1269396
637,	1264185
638,	1258870
639,	1253694
640,	1248301
641,	1242701
642,	1236517
643,	1232480
644,	1228095
645,	1223254
646,	1218035
647,	1213698
648,	1208995
649,	1201511
650,	1199461
651,	1193942
652,	1186921
653,	1183255
654,	1181123
655,	1173274
656,	1167443
657,	1163593
658,	1159343
659,	1153817
660,	1151081
661,	1143556
662,	1139944
663,	1136376
664,	1130387
665,	1126072
666,	1123311
